-0.48708,0.098194,0.84863
-0.48752,0.10481,0.85493
-0.48044,0.10444,0.86041
-0.48084,0.10467,0.86096
-0.47285,0.10238,0.83548
-0.47258,0.10308,0.83757
-0.4567,0.11386,0.85069
-0.46314,0.11285,0.84931
-0.4602,0.10617,0.82691
-0.4634,0.10681,0.83077
-0.48827,0.10732,0.83972
-0.48573,0.1078,0.84325
-0.48769,0.10676,0.8729
-0.49261,0.10126,0.86959
-0.49237,0.10181,0.87104
-0.48524,0.10876,0.86644
-0.4707,0.12317,0.86494
-0.48647,0.10516,0.86412
-0.49606,0.096688,0.86583
-0.4882,0.10954,0.87342
-0.48624,0.10903,0.87123
-0.4702,0.11641,0.86821
-0.47535,0.1148,0.86813
-0.48104,0.11679,0.86438
-0.47987,0.11607,0.86713
-0.47708,0.11922,0.87008
-0.47848,0.11606,0.87026
-0.48232,0.10924,0.8558
-0.48029,0.11136,0.8477
-0.48019,0.11062,0.84267
-0.4766,0.11325,0.83104
-0.46666,0.11801,0.82707
-0.47075,0.1157,0.84122
-0.46926,0.10941,0.86241
-0.47453,0.11452,0.84118
-0.48103,0.10835,0.86008
-0.4827,0.098491,0.86536
-0.49345,0.11025,0.86979
-0.48399,0.099666,0.86052
-0.47649,0.09162,0.86351
-0.47669,0.092739,0.87288
-0.47196,0.089615,0.86524
-0.47571,0.092399,0.86706
-0.47384,0.090077,0.86511
-0.48156,0.097129,0.85836
-0.49027,0.10172,0.83082
-0.48376,0.10435,0.83319
-0.47494,0.10782,0.83789
-0.48929,0.10822,0.8404
-0.5,0.10735,0.84207
-0.49856,0.11134,0.8498
-0.50396,0.09956,0.86235
-0.49731,0.096738,0.85024
-0.49446,0.10488,0.84767
-0.49787,0.10068,0.84778
-0.50344,0.10244,0.85388
-0.49359,0.10125,0.83917
-0.49158,0.10391,0.84633
-0.49136,0.10219,0.85018
-0.5005,0.10963,0.84138
-0.47643,0.097584,0.85447
-0.47947,0.11091,0.86362
-0.43313,0.063993,0.83387
-0.41157,0.063881,0.81178
-0.40719,0.0057964,0.84819
-0.39332,-0.0055488,0.85505
-0.40717,-0.057739,0.8577
-0.40428,-0.072649,0.85493
-0.40867,-0.1126,0.87946
-0.40252,-0.12219,0.88789
-0.41616,-0.17253,0.89556
-0.40562,-0.18649,0.90595
-0.45132,-0.2223,0.90973
-0.44254,-0.23411,0.93674
-0.53557,-0.26825,0.83675
-0.53829,-0.2864,0.84223
-0.63162,-0.30352,0.71613
-0.64842,-0.33111,0.70741
-0.7116,-0.24587,0.58469
-0.73029,-0.26571,0.56916
-0.73305,-0.084252,0.44719
-0.75335,-0.092489,0.42265
-0.73263,0.18573,0.44164
-0.73025,0.19664,0.42772
-0.67996,0.50309,0.50734
-0.68525,0.52489,0.50798
-0.60799,0.78848,0.55383
-0.60698,0.80652,0.56114
-0.5314,0.98126,0.59539
-0.52054,0.99527,0.59808
-0.41292,1.1191,0.62118
-0.41415,1.1248,0.62384
-0.41289,1.2183,0.62073
-0.27909,1.208,0.6145
-0.24966,1.153,0.67648
-0.24126,1.1311,0.68111
-0.28999,0.97043,0.76471
-0.29567,0.95754,0.76579
-0.30075,0.77841,0.82857
-0.39161,0.77361,0.81338
-0.44524,0.60296,0.83416
-0.44947,0.61319,0.84092
-0.47942,0.47608,0.82496
-0.47194,0.49916,0.81797
-0.4734,0.47456,0.81564
-0.48066,0.44206,0.77361
-0.47467,0.48278,0.7506
-0.45718,0.48594,0.75104
-0.45384,0.56649,0.73685
-0.43855,0.5471,0.74326
-0.434,0.5667,0.74266
-0.40881,0.61141,0.74378
-0.4097,0.60418,0.74721
-0.39279,0.61948,0.76194
-0.39625,0.60288,0.75818
-0.38726,0.59095,0.75113
-0.39082,0.57355,0.75854
-0.37631,0.5509,0.78152
-0.39262,0.5298,0.77373
-0.40897,0.48839,0.77584
-0.42198,0.47276,0.76725
-0.46196,0.42987,0.75342
-0.45114,0.41785,0.75171
-0.45974,0.37847,0.72997
-0.46299,0.36806,0.7462
-0.44121,0.33031,0.75298
-0.46929,0.32887,0.76439
-0.47455,0.30849,0.78258
-0.50354,0.3037,0.78375
-0.56575,0.2963,0.79942
-0.53809,0.25612,0.78127
-0.56814,0.22121,0.77348
-0.59181,0.20621,0.75332
-0.58194,0.14899,0.74005
-0.59283,0.18227,0.74207
-0.5651,0.13334,0.74461
-0.5506,0.11084,0.74586
-0.53283,0.095902,0.7562
-0.51086,0.071348,0.78893
-0.50848,0.0784,0.80784
-0.49265,0.068616,0.78922
-0.49682,0.076336,0.8387
-0.48304,0.073414,0.87685
-0.50648,0.085579,0.8598
-0.51909,0.10375,0.84337
-0.51887,0.096411,0.81296
-0.533,0.14178,0.82962
-0.50603,0.051151,0.77924
-0.49992,0.072186,0.75551
-0.48798,-0.082325,0.74903
-0.48435,-0.11016,0.72558
-0.47433,-0.27465,0.76139
-0.47661,-0.3525,0.76704
-0.44866,-0.44056,0.76699
-0.4429,-0.52645,0.75384
-0.41609,-0.51454,0.7878
-0.41542,-0.58068,0.77431
-0.40185,-0.49879,0.87639
-0.40072,-0.52492,0.91224
-0.3609,-0.41069,0.91444
-0.34971,-0.42188,0.92545
-0.32744,-0.2557,0.94541
-0.31599,-0.23839,0.96309
-0.30327,-0.044995,0.9469
-0.29558,-0.0073766,0.95882
-0.29883,0.14201,0.90876
-0.30289,0.18848,0.90297
-0.30532,0.21315,0.84288
-0.32067,0.25412,0.84105
-0.36991,0.17256,0.81343
-0.37315,0.19135,0.80145
-0.36708,0.071631,0.83542
-0.40519,0.047736,0.84395
-0.4078,0.061342,0.84096
-0.41804,-0.07444,0.89881
-0.41991,-0.20646,0.93451
-0.41184,-0.21983,0.92966
-0.41076,-0.21306,0.86727
-0.42985,-0.32719,0.86946
-0.42914,-0.32902,0.87181
-0.53179,-0.37891,0.80747
-0.53453,-0.29878,0.71267
-0.61243,-0.31287,0.71185
-0.61307,-0.30073,0.70988
-0.64012,-0.11975,0.60692
-0.63753,-0.098252,0.61011
-0.60785,0.23391,0.60724
-0.60866,0.24944,0.61231
-0.58702,0.62244,0.68479
-0.58574,0.61029,0.67764
-0.55296,0.82896,0.64225
-0.55671,0.79306,0.6449
-0.57259,0.84401,0.63362
-0.57044,0.78913,0.63995
-0.56911,0.64785,0.64839
-0.56178,0.60141,0.65875
-0.55499,0.30892,0.71911
-0.53798,0.31302,0.71467
-0.50612,0.014948,0.75217
-0.49723,0.10447,0.73662
-0.43273,0.044177,0.74879
-0.41734,0.18022,0.71979
-0.29002,0.42887,0.62269
-0.31765,0.5115,0.63792
-0.28843,0.85446,0.60976
-0.24182,0.86482,0.63986
-0.22887,1.1296,0.68095
-0.24237,1.0801,0.68182
-0.2885,1.1942,0.71739
-0.27072,1.1474,0.68689
-0.306,1.1588,0.65657
-0.42197,0.87332,0.67256
-0.47139,0.71082,0.64235
-0.46262,0.64361,0.67667
-0.47652,0.42768,0.72034
-0.4945,0.50058,0.70131
-0.49384,0.42058,0.71518
-0.50965,0.40504,0.73622
-0.52364,0.48165,0.74437
-0.52491,0.44237,0.74012
-0.53535,0.51114,0.74227
-0.55768,0.56835,0.74732
-0.54384,0.57733,0.73887
-0.54515,0.60933,0.74085
-0.52912,0.60232,0.75377
-0.50892,0.58468,0.74693
-0.52112,0.56803,0.75689
-0.53217,0.57515,0.76623
-0.5189,0.58465,0.75552
-0.51662,0.59134,0.74342
-0.507,0.60555,0.74842
-0.51313,0.60994,0.7171
-0.48313,0.63748,0.70982
-0.47714,0.65899,0.71422
-0.44529,0.6697,0.72421
-0.43754,0.69159,0.73208
-0.39369,0.68567,0.73775
-0.37214,0.70349,0.74392
-0.33741,0.67674,0.74658
-0.31003,0.68041,0.74849
-0.28998,0.65049,0.75431
-0.25651,0.64688,0.75403
-0.27497,0.60715,0.76715
-0.25209,0.59398,0.76852
-0.30542,0.56821,0.7922
-0.30019,0.55561,0.80714
-0.33837,0.53586,0.79967
-0.35166,0.51805,0.80814
-0.40385,0.49419,0.79184
-0.41559,0.48529,0.78461
-0.42765,0.4928,0.798
-0.45305,0.49073,0.80049
-0.44396,0.49505,0.79995
-0.45923,0.49251,0.80187
-0.44305,0.50919,0.8052
-0.4435,0.50969,0.77657
-0.44243,0.50945,0.73887
-0.44731,0.503,0.74227
-0.44144,0.50299,0.7467
-0.4732,0.48499,0.7208
-0.46653,0.42721,0.70058
-0.55639,0.40046,0.70301
-0.56275,0.42064,0.67396
-0.63586,0.25331,0.66806
-0.64666,0.25016,0.67343
-0.67076,0.086806,0.63239
-0.67798,0.076049,0.63281
-0.6759,-0.059439,0.56673
-0.68107,-0.071162,0.56055
-0.60338,-0.15218,0.59706
-0.60211,-0.15993,0.59663
-0.52522,-0.17143,0.65665
-0.52494,-0.17368,0.65877
-0.49285,-0.15136,0.75109
-0.49238,-0.15075,0.75271
-0.49875,-0.10795,0.79886
-0.49813,-0.10767,0.7989
-0.49874,-0.058976,0.8154
-0.50014,-0.059399,0.81557
-0.50078,-0.053112,0.83156
-0.4943,-0.060557,0.83013
-0.46317,-0.10296,0.82537
-0.47125,-0.10641,0.8264
-0.46523,-0.15202,0.8244
-0.43138,-0.14727,0.82007
-0.43479,-0.18249,0.8362
-0.41867,-0.16817,0.83962
-0.40914,-0.16138,0.83799
-0.42294,-0.16932,0.82743
-0.42323,-0.17573,0.82789
-0.43784,-0.18381,0.80818
-0.43466,-0.19458,0.81964
-0.44656,-0.20387,0.81893
-0.4329,-0.22557,0.775
-0.38543,-0.26464,0.7781
-0.40006,-0.29238,0.76822
-0.4088,-0.39642,0.67373
-0.41885,-0.3894,0.75152
