-0.038697,0.91773,0.21081
-0.055181,0.92989,0.19228
-0.054132,0.922,0.19123
-0.055898,0.9098,0.20867
-0.073659,0.91322,0.20865
-0.073509,0.91428,0.21299
-0.074904,0.91868,0.23399
-0.076486,0.9184,0.21802
-0.085267,0.91864,0.22581
-0.086171,0.9178,0.22427
-0.09696,0.91029,0.22327
-0.095139,0.91379,0.22625
-0.096093,0.9232,0.24551
-0.095397,0.9216,0.23784
-0.096668,0.92379,0.22601
-0.10323,0.93916,0.23697
-0.098765,0.95011,0.23654
-0.10038,0.94205,0.24257
-0.11554,0.94754,0.24701
-0.11112,0.94674,0.2537
-0.11819,0.94778,0.26416
-0.12778,0.90266,0.26046
-0.12616,0.88054,0.25938
-0.13772,0.85826,0.26931
-0.12261,0.82748,0.27477
-0.12004,0.84072,0.26442
-0.10531,0.83433,0.26417
-0.10041,0.81661,0.25077
-0.078458,0.85296,0.26828
-0.059157,0.85594,0.27984
-0.048341,0.90709,0.27334
-0.023659,0.93025,0.27077
-0.037505,0.97827,0.27237
-0.021568,1.015,0.2696
-0.050535,1.0244,0.28142
-0.053331,1.0642,0.28969
-0.056251,1.0289,0.2791
-0.069574,1.0492,0.27267
-0.060976,1.0156,0.28767
-0.081544,1.0123,0.29056
-0.082915,0.9376,0.28894
-0.099487,0.9292,0.28383
-0.10728,0.88699,0.27979
-0.099334,0.85855,0.28441
-0.10294,0.87677,0.2814
-0.087273,0.81493,0.29781
-0.088958,0.81171,0.29813
-0.059194,0.78335,0.31664
-0.05685,0.77795,0.31863
-0.030785,0.77995,0.33611
-0.027502,0.77748,0.3392
-0.014086,0.79799,0.32998
-0.0025646,0.79824,0.33057
0.012335,0.83774,0.33379
0.0067286,0.83922,0.33467
-0.0090511,0.87301,0.34784
-0.0034429,0.87274,0.34799
-0.0046991,0.8897,0.34764
-0.021988,0.88848,0.3554
-0.018545,0.87401,0.36949
-0.0079513,0.86041,0.36351
-0.0061029,0.81255,0.38229
0.0067666,0.82643,0.37796
0.0061975,0.80974,0.38789
0.011286,0.76162,0.42093
0.011117,0.76221,0.41765
0.015271,0.73069,0.41845
0.014432,0.74068,0.42356
0.01462,0.72697,0.4466
0.014961,0.74583,0.43827
0.013944,0.75999,0.43388
0.014161,0.77654,0.43208
0.010871,0.80256,0.42621
0.018396,0.81382,0.43209
0.030353,0.84418,0.44644
0.027528,0.84362,0.43511
0.027433,0.85788,0.43092
0.021606,0.86357,0.42237
0.024107,0.87232,0.41309
0.0072461,0.86501,0.41163
0.0061827,0.86294,0.41196
0.014307,0.86001,0.40062
0.013245,0.84956,0.39732
0.016739,0.83678,0.40095
0.012664,0.839,0.40382
0.007312,0.83016,0.37725
0.017461,0.84274,0.36981
0.017691,0.84327,0.37232
0.034096,0.85502,0.39459
0.04482,0.86221,0.41006
0.041281,0.8604,0.40481
0.046391,0.86427,0.40584
0.036623,0.85538,0.418
0.037578,0.85327,0.42484
0.023676,0.85426,0.42511
0.024774,0.85148,0.43028
0.044119,0.85075,0.41924
0.038154,0.85134,0.42077
0.034719,0.8505,0.40138
0.042404,0.85489,0.39767
0.040425,0.85427,0.399
0.064807,0.86749,0.4035
0.066404,0.86898,0.40529
0.083812,0.87293,0.3959
0.08527,0.87399,0.39567
0.10479,0.86195,0.40224
0.10583,0.86173,0.40291
0.11044,0.85103,0.41891
0.1103,0.85105,0.41964
0.12245,0.849,0.42158
0.11848,0.84917,0.42324
0.081548,0.84795,0.43032
0.082744,0.8486,0.43319
0.065484,0.8558,0.45562
0.077334,0.85423,0.45511
0.070365,0.85547,0.47387
0.081814,0.83888,0.46804
0.10445,0.82773,0.46819
0.11307,0.82179,0.46143
0.15544,0.81246,0.45012
0.13536,0.79791,0.42824
0.14771,0.75601,0.40942
0.17913,0.75316,0.41562
0.20444,0.73724,0.37968
0.19863,0.73502,0.3781
0.20473,0.73879,0.37752
0.20415,0.72375,0.38671
0.21225,0.75553,0.37818
0.22143,0.779,0.363
0.22281,0.80518,0.34846
0.22496,0.84471,0.35299
0.22854,0.85185,0.33999
0.22519,0.88288,0.33598
0.23911,0.87662,0.32111
0.24173,0.89325,0.30826
0.27519,0.88169,0.30311
0.2959,0.88728,0.29666
0.30915,0.87314,0.28793
0.32964,0.86884,0.28529
0.31532,0.87175,0.3069
0.33422,0.86723,0.31317
0.33647,0.84789,0.29222
0.3396,0.85232,0.26552
0.33926,0.85267,0.27978
0.34078,0.86933,0.28574
0.3356,0.87173,0.29021
0.35663,0.89132,0.26241
0.35766,0.89472,0.23772
0.38013,0.91863,0.24167
0.38298,0.92486,0.24514
0.40722,0.94144,0.22866
0.41114,0.94715,0.22669
0.43784,0.95342,0.21813
0.44767,0.95643,0.21715
0.4514,0.96037,0.19889
0.45201,0.96196,0.19456
0.48176,0.96139,0.21735
0.47273,0.9576,0.21781
0.45495,0.97276,0.23299
0.46427,0.96942,0.22241
0.44825,0.96948,0.233
0.44978,0.98007,0.23447
0.44888,0.98023,0.24882
0.43616,0.9795,0.23816
0.4373,0.98125,0.23823
0.43954,0.99065,0.24303
0.44017,0.99191,0.2578
0.44381,0.99579,0.25808
0.44366,0.99939,0.25754
0.44471,1.0111,0.26283
0.44455,1.0141,0.25613
0.44417,1.0231,0.23577
0.44134,1.0289,0.23588
